experiment,scenario,mechanism,N,seed,method,param_name,param_value,obj,runtime_total,runtime_pricing,gap,status,error,num_iters,num_pricing_calls,num_columns_added,min_reduced_cost_last,pricing_time_share,cost_energy,cost_delay,shore_utilization,mode_shore_count,mode_battery_count,mode_brown_count,infeasible_jobs,shore_ratio,battery_ratio,brown_ratio,mechanism_counts,type_A_count,type_A_cost_energy,type_A_cost_delay,type_A_cost_total,type_A_shore_ratio,type_A_battery_ratio,type_A_brown_ratio,type_A_avg_tardy_hours,type_B_count,type_B_cost_energy,type_B_cost_delay,type_B_cost_total,type_B_shore_ratio,type_B_battery_ratio,type_B_brown_ratio,type_B_avg_tardy_hours,type_C_count,type_C_cost_energy,type_C_cost_delay,type_C_cost_total,type_C_shore_ratio,type_C_battery_ratio,type_C_brown_ratio,type_C_avg_tardy_hours,type_D_count,type_D_cost_energy,type_D_cost_delay,type_D_cost_total,type_D_shore_ratio,type_D_battery_ratio,type_D_brown_ratio,type_D_avg_tardy_hours
mechanism,U,battery_only,100,10,cg,mechanism,battery_only,217135.72624548926,0.5754492999985814,0.0,,ok,,1.0,0.0,0.0,0.0,0.0,216210.72624548926,925.0,0.0,0,89,11,0,0.0,0.89,0.11,"{'shore': 0, 'battery': 89, 'brown': 11}",18,56432.35545265965,0.0,56432.35545265965,0.0,1.0,0.0,0.0,54,107496.44091830902,800.0,108296.44091830902,0.0,0.8703703703703703,0.12962962962962962,0.018518518518518517,18,34281.92987452057,125.0,34406.92987452057,0.0,0.7777777777777778,0.2222222222222222,0.013888888888888888,10,18000.0,0.0,18000.0,0.0,1.0,0.0,0.0
mechanism,U,battery_only,100,10,greedy,mechanism,battery_only,252478.93305131517,0.03407870000228286,,,ok,,,,,,,241253.93305131517,11225.0,0.0,0,80,20,0,0.0,0.8,0.2,"{'shore': 0, 'battery': 80, 'brown': 20}",18,65579.29999658906,5500.0,71079.29999658906,0.0,0.8333333333333334,0.16666666666666666,0.1527777777777778,54,116783.46875880855,1600.0,118383.46875880855,0.0,0.8148148148148148,0.18518518518518517,0.037037037037037035,18,31891.164295917435,3000.0,34891.164295917435,0.0,0.8888888888888888,0.1111111111111111,0.3333333333333333,10,27000.0,1125.0,28125.0,0.0,0.5,0.5,0.075
mechanism,U,battery_only,100,10,fifo,mechanism,battery_only,248727.81861730615,0.0108215999789536,,,ok,,,,,,,239627.81861730615,9100.0,0.0,0,81,19,0,0.0,0.81,0.19,"{'shore': 0, 'battery': 81, 'brown': 19}",18,65579.29999658906,2500.0,68079.29999658906,0.0,0.8333333333333334,0.16666666666666666,0.06944444444444445,54,116783.46875880855,2600.0,119383.46875880855,0.0,0.8148148148148148,0.18518518518518517,0.06018518518518518,18,30265.049861908425,4000.0,34265.049861908425,0.0,0.9444444444444444,0.05555555555555555,0.4444444444444444,10,27000.0,0.0,27000.0,0.0,0.5,0.5,0.0
mechanism,U,shore_only,100,1,cg,mechanism,shore_only,347660.03384633636,7.971786800015252,0.0,,ok,,1.0,0.0,0.0,0.0,0.0,347660.03384633636,0.0,1.0,12,0,88,0,0.12,0.0,0.88,"{'shore': 12, 'battery': 0, 'brown': 88}",19,92842.62483828448,0.0,92842.62483828448,0.2631578947368421,0.0,0.7368421052631579,0.0,48,145585.13923275995,0.0,145585.13923275995,0.14583333333333334,0.0,0.8541666666666666,0.0,19,58832.26977529203,0.0,58832.26977529203,0.0,0.0,1.0,0.0,14,50400.0,0.0,50400.0,0.0,0.0,1.0,0.0
mechanism,U,shore_only,100,1,greedy,mechanism,shore_only,353958.22441513464,0.031686200003605336,,,ok,,,,,,,347758.22441513464,6200.0,1.0,16,0,84,0,0.16,0.0,0.84,"{'shore': 16, 'battery': 0, 'brown': 84}",19,118300.47391405412,0.0,118300.47391405412,0.0,0.0,1.0,0.0,48,120225.48072578842,6200.0,126425.48072578842,0.3333333333333333,0.0,0.6666666666666666,0.16145833333333334,19,58832.26977529203,0.0,58832.26977529203,0.0,0.0,1.0,0.0,14,50400.0,0.0,50400.0,0.0,0.0,1.0,0.0
mechanism,U,shore_only,100,1,fifo,mechanism,shore_only,359472.4104548897,0.024322899989783764,,,ok,,,,,,,346472.4104548897,13000.0,1.0,17,0,83,0,0.17,0.0,0.83,"{'shore': 17, 'battery': 0, 'brown': 83}",19,118300.47391405412,0.0,118300.47391405412,0.0,0.0,1.0,0.0,48,118939.66676554349,13000.0,131939.6667655435,0.3541666666666667,0.0,0.6458333333333334,0.3385416666666667,19,58832.26977529203,0.0,58832.26977529203,0.0,0.0,1.0,0.0,14,50400.0,0.0,50400.0,0.0,0.0,1.0,0.0
mechanism,U,shore_only,100,2,cg,mechanism,shore_only,372177.14336459094,8.89537719998043,0.0,,ok,,1.0,0.0,0.0,0.0,0.0,372177.14336459094,0.0,1.0,11,0,89,0,0.11,0.0,0.89,"{'shore': 11, 'battery': 0, 'brown': 89}",23,120584.91978489014,0.0,120584.91978489014,0.21739130434782608,0.0,0.782608695652174,0.0,53,169796.53876946843,0.0,169796.53876946843,0.11320754716981132,0.0,0.8867924528301887,0.0,12,38595.68481023244,0.0,38595.68481023244,0.0,0.0,1.0,0.0,12,43200.0,0.0,43200.0,0.0,0.0,1.0,0.0
mechanism,U,shore_only,100,2,greedy,mechanism,shore_only,381695.4946440002,0.035096800012979656,,,ok,,,,,,,373095.4946440002,8600.0,1.0,13,0,87,0,0.13,0.0,0.87,"{'shore': 13, 'battery': 0, 'brown': 87}",23,136376.77533829943,3000.0,139376.77533829943,0.08695652173913043,0.0,0.9130434782608695,0.06521739130434782,53,154923.0344954683,5600.0,160523.0344954683,0.20754716981132076,0.0,0.7924528301886793,0.1320754716981132,12,38595.68481023244,0.0,38595.68481023244,0.0,0.0,1.0,0.0,12,43200.0,0.0,43200.0,0.0,0.0,1.0,0.0
mechanism,U,shore_only,100,2,fifo,mechanism,shore_only,384763.7645454564,0.026647799997590482,,,ok,,,,,,,372663.76454545633,12100.0,1.0,13,0,87,0,0.13,0.0,0.87,"{'shore': 13, 'battery': 0, 'brown': 87}",23,136479.37350136254,2500.0,138979.37350136254,0.08695652173913043,0.0,0.9130434782608695,0.05434782608695652,53,154388.7062338614,9600.0,163988.7062338614,0.20754716981132076,0.0,0.7924528301886793,0.22641509433962265,12,38595.68481023244,0.0,38595.68481023244,0.0,0.0,1.0,0.0,12,43200.0,0.0,43200.0,0.0,0.0,1.0,0.0
mechanism,U,shore_only,100,3,cg,mechanism,shore_only,355028.1876349753,7.674427199992351,0.0,,ok,,1.0,0.0,0.0,0.0,0.0,355028.1876349753,0.0,1.0,14,0,86,0,0.14,0.0,0.86,"{'shore': 14, 'battery': 0, 'brown': 86}",19,101292.08450550117,0.0,101292.08450550117,0.15789473684210525,0.0,0.8421052631578947,0.0,51,156433.00777480743,0.0,156433.00777480743,0.19607843137254902,0.0,0.803921568627451,0.0,18,57103.09535466676,0.0,57103.09535466676,0.0,0.0,1.0,0.0,12,40200.0,0.0,40200.0,0.08333333333333333,0.0,0.9166666666666666,0.0
mechanism,U,shore_only,100,3,greedy,mechanism,shore_only,365193.26425040624,0.03213880001567304,,,ok,,,,,,,356393.26425040624,8800.0,1.0,14,0,86,0,0.14,0.0,0.86,"{'shore': 14, 'battery': 0, 'brown': 86}",19,106271.60220572689,0.0,106271.60220572689,0.10526315789473684,0.0,0.8947368421052632,0.0,51,155818.56669001246,8800.0,164618.56669001246,0.19607843137254902,0.0,0.803921568627451,0.21568627450980393,18,57103.09535466676,0.0,57103.09535466676,0.0,0.0,1.0,0.0,12,37200.0,0.0,37200.0,0.16666666666666666,0.0,0.8333333333333334,0.0
mechanism,U,shore_only,100,3,fifo,mechanism,shore_only,366699.3576972875,0.023866200004704297,,,ok,,,,,,,353524.3576972875,13175.0,1.0,15,0,85,0,0.15,0.0,0.85,"{'shore': 15, 'battery': 0, 'brown': 85}",19,101490.96075325216,2000.0,103490.96075325216,0.15789473684210525,0.0,0.8421052631578947,0.05263157894736842,51,157730.30158936844,10800.0,168530.30158936844,0.19607843137254902,0.0,0.803921568627451,0.2647058823529412,18,57103.09535466676,0.0,57103.09535466676,0.0,0.0,1.0,0.0,12,37200.0,375.0,37575.0,0.16666666666666666,0.0,0.8333333333333334,0.020833333333333332
mechanism,U,shore_only,100,4,cg,mechanism,shore_only,345250.5592508633,8.616764100006549,0.0,,ok,,1.0,0.0,0.0,0.0,0.0,345250.5592508633,0.0,1.0,12,0,88,0,0.12,0.0,0.88,"{'shore': 12, 'battery': 0, 'brown': 88}",14,66407.51730301444,0.0,66407.51730301444,0.2857142857142857,0.0,0.7142857142857143,0.0,56,178920.76074105053,0.0,178920.76074105053,0.125,0.0,0.875,0.0,10,30922.28120679865,0.0,30922.28120679865,0.0,0.0,1.0,0.0,20,69000.0,0.0,69000.0,0.05,0.0,0.95,0.0
mechanism,U,shore_only,100,4,greedy,mechanism,shore_only,356345.8092195997,0.03512909999699332,,,ok,,,,,,,343945.80921959976,12400.0,1.0,16,0,84,0,0.16,0.0,0.84,"{'shore': 16, 'battery': 0, 'brown': 84}",14,83689.2489967374,0.0,83689.2489967374,0.07142857142857142,0.0,0.9285714285714286,0.0,56,160334.27901606384,12400.0,172734.27901606384,0.25,0.0,0.75,0.2767857142857143,10,30922.28120679865,0.0,30922.28120679865,0.0,0.0,1.0,0.0,20,69000.0,0.0,69000.0,0.05,0.0,0.95,0.0
mechanism,U,shore_only,100,4,fifo,mechanism,shore_only,357228.29620669526,0.026520399987930432,,,ok,,,,,,,342628.29620669526,14600.0,1.0,17,0,83,0,0.17,0.0,0.83,"{'shore': 17, 'battery': 0, 'brown': 83}",14,83689.2489967374,0.0,83689.2489967374,0.07142857142857142,0.0,0.9285714285714286,0.0,56,162016.76600315925,14600.0,176616.76600315925,0.25,0.0,0.75,0.32589285714285715,10,30922.28120679865,0.0,30922.28120679865,0.0,0.0,1.0,0.0,20,66000.0,0.0,66000.0,0.1,0.0,0.9,0.0
mechanism,U,shore_only,100,5,cg,mechanism,shore_only,351247.41719611204,7.213888099999167,0.0,,ok,,1.0,0.0,0.0,0.0,0.0,351247.41719611204,0.0,1.0,13,0,87,0,0.13,0.0,0.87,"{'shore': 13, 'battery': 0, 'brown': 87}",17,88504.6035111149,0.0,88504.6035111149,0.23529411764705882,0.0,0.7647058823529411,0.0,50,151267.6313991775,0.0,151267.6313991775,0.18,0.0,0.82,0.0,17,53875.182285819574,0.0,53875.182285819574,0.0,0.0,1.0,0.0,16,57600.0,0.0,57600.0,0.0,0.0,1.0,0.0
mechanism,U,shore_only,100,5,greedy,mechanism,shore_only,360926.47445386637,0.049505399976624176,,,ok,,,,,,,351476.47445386637,9450.0,1.0,14,0,86,0,0.14,0.0,0.86,"{'shore': 14, 'battery': 0, 'brown': 86}",17,99134.13401019567,2500.0,101634.13401019567,0.11764705882352941,0.0,0.8823529411764706,0.07352941176470588,50,143867.15815785123,6200.0,150067.15815785123,0.22,0.0,0.78,0.155,17,53875.182285819574,0.0,53875.182285819574,0.0,0.0,1.0,0.0,16,54600.0,750.0,55350.0,0.0625,0.0,0.9375,0.03125
mechanism,U,shore_only,100,5,fifo,mechanism,shore_only,364595.01417397923,0.03958869999041781,,,ok,,,,,,,350145.01417397923,14450.0,1.0,14,0,86,0,0.14,0.0,0.86,"{'shore': 14, 'battery': 0, 'brown': 86}",17,97804.87116705757,3500.0,101304.87116705757,0.11764705882352941,0.0,0.8823529411764706,0.10294117647058823,50,143864.96072110214,10200.0,154064.96072110214,0.22,0.0,0.78,0.255,17,53875.182285819574,0.0,53875.182285819574,0.0,0.0,1.0,0.0,16,54600.0,750.0,55350.0,0.0625,0.0,0.9375,0.03125
mechanism,U,shore_only,100,6,cg,mechanism,shore_only,356658.5859327037,7.53147440002067,0.0,,ok,,1.0,0.0,0.0,0.0,0.0,356658.5859327037,0.0,1.0,14,0,86,0,0.14,0.0,0.86,"{'shore': 14, 'battery': 0, 'brown': 86}",18,95326.38874959423,0.0,95326.38874959423,0.2222222222222222,0.0,0.7777777777777778,0.0,46,141520.6988832236,0.0,141520.6988832236,0.1956521739130435,0.0,0.8043478260869565,0.0,16,50811.49829988606,0.0,50811.49829988606,0.0,0.0,1.0,0.0,20,69000.0,0.0,69000.0,0.05,0.0,0.95,0.0
mechanism,U,shore_only,100,6,greedy,mechanism,shore_only,365928.17653059866,0.03236149999429472,,,ok,,,,,,,358028.1765305987,7900.0,1.0,13,0,87,0,0.13,0.0,0.87,"{'shore': 13, 'battery': 0, 'brown': 87}",18,95719.08799006644,500.0,96219.08799006644,0.2222222222222222,0.0,0.7777777777777778,0.013888888888888888,46,148497.5902406461,7400.0,155897.5902406461,0.13043478260869565,0.0,0.8695652173913043,0.20108695652173914,16,50811.49829988606,0.0,50811.49829988606,0.0,0.0,1.0,0.0,20,63000.0,0.0,63000.0,0.15,0.0,0.85,0.0
mechanism,U,shore_only,100,6,fifo,mechanism,shore_only,370766.4110471949,0.025207700004102662,,,ok,,,,,,,357566.4110471949,13200.0,1.0,13,0,87,0,0.13,0.0,0.87,"{'shore': 13, 'battery': 0, 'brown': 87}",18,95266.0776315853,8000.0,103266.0776315853,0.2222222222222222,0.0,0.7777777777777778,0.2222222222222222,46,148488.8351157235,5200.0,153688.8351157235,0.13043478260869565,0.0,0.8695652173913043,0.14130434782608695,16,50811.49829988606,0.0,50811.49829988606,0.0,0.0,1.0,0.0,20,63000.0,0.0,63000.0,0.15,0.0,0.85,0.0
mechanism,U,shore_only,100,7,cg,mechanism,shore_only,369422.528273201,6.962594799988437,0.0,,ok,,1.0,0.0,0.0,0.0,0.0,369422.528273201,0.0,1.0,12,0,88,0,0.12,0.0,0.88,"{'shore': 12, 'battery': 0, 'brown': 88}",21,110935.0344338124,0.0,110935.0344338124,0.19047619047619047,0.0,0.8095238095238095,0.0,54,173556.3928540563,0.0,173556.3928540563,0.14814814814814814,0.0,0.8518518518518519,0.0,10,30931.100985332367,0.0,30931.100985332367,0.0,0.0,1.0,0.0,15,54000.0,0.0,54000.0,0.0,0.0,1.0,0.0
mechanism,U,shore_only,100,7,greedy,mechanism,shore_only,374311.9049471549,0.03206900000805035,,,ok,,,,,,,365911.9049471549,8400.0,1.0,14,0,86,0,0.14,0.0,0.86,"{'shore': 14, 'battery': 0, 'brown': 86}",21,116877.08512462271,0.0,116877.08512462271,0.14285714285714285,0.0,0.8571428571428571,0.0,54,164103.71883720005,8400.0,172503.71883720005,0.2037037037037037,0.0,0.7962962962962963,0.19444444444444445,10,30931.100985332367,0.0,30931.100985332367,0.0,0.0,1.0,0.0,15,54000.0,0.0,54000.0,0.0,0.0,1.0,0.0
mechanism,U,shore_only,100,7,fifo,mechanism,shore_only,375825.61621627933,0.04212830000324175,,,ok,,,,,,,367625.61621627933,8200.0,1.0,14,0,86,0,0.14,0.0,0.86,"{'shore': 14, 'battery': 0, 'brown': 86}",21,121746.94841973318,0.0,121746.94841973318,0.09523809523809523,0.0,0.9047619047619048,0.0,54,160947.56681121385,8200.0,169147.56681121385,0.2222222222222222,0.0,0.7777777777777778,0.18981481481481483,10,30931.100985332367,0.0,30931.100985332367,0.0,0.0,1.0,0.0,15,54000.0,0.0,54000.0,0.0,0.0,1.0,0.0
mechanism,U,shore_only,100,8,cg,mechanism,shore_only,364673.72079585266,7.650745199993253,0.0,,ok,,1.0,0.0,0.0,0.0,0.0,364673.72079585266,0.0,1.0,12,0,88,0,0.12,0.0,0.88,"{'shore': 12, 'battery': 0, 'brown': 88}",19,99323.17731685867,0.0,99323.17731685867,0.21052631578947367,0.0,0.7894736842105263,0.0,61,200774.58160971425,0.0,200774.58160971425,0.11475409836065574,0.0,0.8852459016393442,0.0,9,27975.96186927982,0.0,27975.96186927982,0.0,0.0,1.0,0.0,11,36600.0,0.0,36600.0,0.09090909090909091,0.0,0.9090909090909091,0.0
mechanism,U,shore_only,100,8,greedy,mechanism,shore_only,374593.68416084995,0.03459060000022873,,,ok,,,,,,,360793.68416085,13800.0,1.0,15,0,85,0,0.15,0.0,0.85,"{'shore': 15, 'battery': 0, 'brown': 85}",19,114677.20392573674,0.0,114677.20392573674,0.05263157894736842,0.0,0.9473684210526315,0.0,61,181540.5183658336,13800.0,195340.5183658336,0.21311475409836064,0.0,0.7868852459016393,0.2827868852459016,9,27975.96186927982,0.0,27975.96186927982,0.0,0.0,1.0,0.0,11,36600.0,0.0,36600.0,0.09090909090909091,0.0,0.9090909090909091,0.0
mechanism,U,shore_only,100,8,fifo,mechanism,shore_only,374510.202742156,0.02791050000814721,,,ok,,,,,,,364910.20274215593,9600.0,1.0,13,0,87,0,0.13,0.0,0.87,"{'shore': 13, 'battery': 0, 'brown': 87}",19,108831.31629733942,0.0,108831.31629733942,0.10526315789473684,0.0,0.8947368421052632,0.0,61,191502.92457553683,9600.0,201102.92457553683,0.16393442622950818,0.0,0.8360655737704918,0.19672131147540983,9,27975.96186927982,0.0,27975.96186927982,0.0,0.0,1.0,0.0,11,36600.0,0.0,36600.0,0.09090909090909091,0.0,0.9090909090909091,0.0
mechanism,U,shore_only,100,9,cg,mechanism,shore_only,355290.16098513495,5.890112399996724,0.0,,ok,,1.0,0.0,0.0,0.0,0.0,355290.16098513495,0.0,1.0,12,0,88,0,0.12,0.0,0.88,"{'shore': 12, 'battery': 0, 'brown': 88}",19,97199.31984516581,0.0,97199.31984516581,0.21052631578947367,0.0,0.7894736842105263,0.0,43,130537.98335916054,0.0,130537.98335916054,0.18604651162790697,0.0,0.813953488372093,0.0,24,77152.85778080871,0.0,77152.85778080871,0.0,0.0,1.0,0.0,14,50400.0,0.0,50400.0,0.0,0.0,1.0,0.0
mechanism,U,shore_only,100,9,greedy,mechanism,shore_only,368767.0804977071,0.027285799995297566,,,ok,,,,,,,353567.0804977072,15200.0,1.0,13,0,87,0,0.13,0.0,0.87,"{'shore': 13, 'battery': 0, 'brown': 87}",19,102243.26923091439,0.0,102243.26923091439,0.15789473684210525,0.0,0.8421052631578947,0.0,43,123770.953485984,15200.0,138970.953485984,0.23255813953488372,0.0,0.7674418604651163,0.4418604651162791,24,77152.85778080871,0.0,77152.85778080871,0.0,0.0,1.0,0.0,14,50400.0,0.0,50400.0,0.0,0.0,1.0,0.0
mechanism,U,shore_only,100,9,fifo,mechanism,shore_only,368767.0804977071,0.022430699988035485,,,ok,,,,,,,353567.0804977072,15200.0,1.0,13,0,87,0,0.13,0.0,0.87,"{'shore': 13, 'battery': 0, 'brown': 87}",19,102243.26923091439,0.0,102243.26923091439,0.15789473684210525,0.0,0.8421052631578947,0.0,43,123770.953485984,15200.0,138970.953485984,0.23255813953488372,0.0,0.7674418604651163,0.4418604651162791,24,77152.85778080871,0.0,77152.85778080871,0.0,0.0,1.0,0.0,14,50400.0,0.0,50400.0,0.0,0.0,1.0,0.0
mechanism,U,shore_only,100,10,cg,mechanism,shore_only,353345.8897285861,7.9659994000103325,0.0,,ok,,1.0,0.0,0.0,0.0,0.0,353345.8897285861,0.0,1.0,13,0,87,0,0.13,0.0,0.87,"{'shore': 13, 'battery': 0, 'brown': 87}",18,98257.9563069528,0.0,98257.9563069528,0.16666666666666666,0.0,0.8333333333333334,0.0,54,164970.7360382068,0.0,164970.7360382068,0.16666666666666666,0.0,0.8333333333333334,0.0,18,57117.197383426625,0.0,57117.197383426625,0.0,0.0,1.0,0.0,10,33000.0,0.0,33000.0,0.1,0.0,0.9,0.0
mechanism,U,shore_only,100,10,greedy,mechanism,shore_only,368176.75987864705,0.03158469998743385,,,ok,,,,,,,354176.759878647,14000.0,1.0,16,0,84,0,0.16,0.0,0.84,"{'shore': 16, 'battery': 0, 'brown': 84}",18,112864.7109053193,0.0,112864.7109053193,0.0,0.0,1.0,0.0,54,151194.85158990105,14000.0,165194.85158990105,0.2777777777777778,0.0,0.7222222222222222,0.32407407407407407,18,57117.197383426625,0.0,57117.197383426625,0.0,0.0,1.0,0.0,10,33000.0,0.0,33000.0,0.1,0.0,0.9,0.0
mechanism,U,shore_only,100,10,fifo,mechanism,shore_only,372956.9728613516,0.025865000003250316,,,ok,,,,,,,352256.9728613516,20700.0,1.0,15,0,85,0,0.15,0.0,0.85,"{'shore': 15, 'battery': 0, 'brown': 85}",18,107125.3889223349,4500.0,111625.3889223349,0.05555555555555555,0.0,0.9444444444444444,0.125,54,155014.38655559,16200.0,171214.38655559,0.24074074074074073,0.0,0.7592592592592593,0.375,18,57117.197383426625,0.0,57117.197383426625,0.0,0.0,1.0,0.0,10,33000.0,0.0,33000.0,0.1,0.0,0.9,0.0
