N,scenario,seed,method,status,error,obj,runtime_total,runtime_pricing,gap,gap_pct,lp_lower_bound,lp_obj_final_pool,irmp_obj,best_reduced_cost_last,num_negative_columns_last,num_columns_total,iterations,runtime_sec,cg_status,gap_type,full_pricing_converged,pricing_converged,objective_stabilized,relative_improvement_last_5,injected_columns_count,injected_incumbent_methods,min_reduced_cost,operation_mode,lp_status,ip_status,success,num_iters,num_pricing_calls,num_columns_added,n_columns_generated,min_reduced_cost_last,pricing_time_share,infeasible_jobs,cost_energy,cost_delay,type_A_count,type_A_cost_energy,type_A_cost_delay,type_A_cost_total,type_A_shore_ratio,type_A_battery_ratio,type_A_brown_ratio,type_A_avg_tardy_hours,type_B_count,type_B_cost_energy,type_B_cost_delay,type_B_cost_total,type_B_shore_ratio,type_B_battery_ratio,type_B_brown_ratio,type_B_avg_tardy_hours,type_C_count,type_C_cost_energy,type_C_cost_delay,type_C_cost_total,type_C_shore_ratio,type_C_battery_ratio,type_C_brown_ratio,type_C_avg_tardy_hours,type_D_count,type_D_cost_energy,type_D_cost_delay,type_D_cost_total,type_D_shore_ratio,type_D_battery_ratio,type_D_brown_ratio,type_D_avg_tardy_hours,num_fully_masked,num_partially_masked,avg_masking_rate,time_saved_total,avg_stay_time,num_fully_masked_type_A,num_partially_masked_type_A,avg_masking_rate_type_A,num_fully_masked_type_B,num_partially_masked_type_B,avg_masking_rate_type_B,num_fully_masked_type_C,num_partially_masked_type_C,avg_masking_rate_type_C,num_fully_masked_type_D,num_partially_masked_type_D,avg_masking_rate_type_D,mode_shore_count,mode_battery_count,mode_brown_count,SP_share,BS_share,AE_share,objective,total_cost,delay_cost,avg_stay_h,masking_rate,avg_delay_h
200,P,1,Rolling-Horizon,ok,,611530.4021508544,33.85035739999876,,,,,,,,,,,33.85035739999876,,,,,,,,,,,,,1.0,,,,,,,0,598905.4021508544,12625.0,32,167693.69580749376,5500.0,173193.69580749376,0.03125,0.3125,0.65625,0.0859375,107,267827.8549895565,4000.0,271827.8549895565,0.1214953271028037,0.4485981308411215,0.4299065420560747,0.0467289719626168,36,85383.85135380409,3125.0,88508.85135380409,0.0,0.5,0.5,0.1736111111111111,25,78000.0,0.0,78000.0,0.04,0.2,0.76,0.0,41,1,0.2096303459839244,56.093380582316925,15.933610244645172,5,0,0.15625,25,1,0.242299712119485,8,0,0.2222222222222222,3,0,0.12,15,81,104,0.075,0.405,0.52,611530.4021508544,611530.4021508544,12625.0,15.933610244645172,0.2096303459839244,
200,P,1,Fix-and-Optimize,ok,,596585.7155519859,23.832524400000693,,,,,,,,,,,23.832524400000693,,,,,,,,,,,,,1.0,,,,,,,0,583210.7155519859,13375.0,32,159269.60629143062,3500.0,162769.60629143062,0.0625,0.34375,0.59375,0.0546875,107,262383.16026329226,6000.0,268383.16026329226,0.1121495327102803,0.4859813084112149,0.4018691588785046,0.0700934579439252,36,80557.94899726305,3875.0,84432.94899726305,0.0,0.5833333333333334,0.4166666666666667,0.2152777777777778,25,81000.0,0.0,81000.0,0.0,0.2,0.8,0.0,58,6,0.3051807107453855,80.72758677062413,15.693009457101718,5,0,0.15625,41,6,0.4115527303652066,9,0,0.25,3,0,0.12,14,89,97,0.07,0.445,0.485,596585.7155519859,596585.7155519859,13375.0,15.693009457101718,0.3051807107453855,
200,P,2,CG+IR,ok,,550421.0187226476,34.342585899999904,3.269669800001793,4.330862572150808e-05,0.0043308625721508,550397.1807447585,550397.1807447585,550421.0187226476,-550.000049924839,3705.0,11494.0,20.0,34.342585899999904,budgeted_stabilized,Pool LP-IP gap,0.0,0.0,1.0,0.0,293.0,Greedy:200;FIFO:200,-550.000049924839,simops,Optimal,Optimal,1.0,20.0,4000.0,11104.0,11494.0,-550.000049924839,0.095207443304431,0,549821.0187226476,600.0,42,133362.3240956929,0.0,133362.3240956929,0.0,1.0,0.0,0.0,100,225577.3261037072,600.0,226177.3261037072,0.16,0.46,0.38,0.0075,27,82281.36852324783,0.0,82281.36852324783,0.0,0.037037037037037,0.9629629629629628,0.0,31,108600.0,0.0,108600.0,0.032258064516129,0.0,0.967741935483871,0.0,47,8,0.2560146478836447,66.99799079181123,15.09272047325478,19,1,0.4665359215777918,27,7,0.3060842087046169,0,0,0.0,1,0,0.032258064516129,17,89,94,0.085,0.445,0.47,550421.0187226476,550421.0187226476,600.0,15.09272047325478,0.2560146478836447,
200,P,2,Restricted-CG,ok,,617398.8129587147,3.2110845999995945,0.5190567999998166,0.0,0.0,617398.8129587147,617398.8129587147,617398.8129587147,-7191.7918841285245,9203.0,1907.0,6.0,3.2110845999995945,budgeted_stabilized,Pool LP-IP gap,0.0,0.0,1.0,0.0,0.0,,-7191.7918841285245,simops,Optimal,Optimal,1.0,6.0,600.0,1707.0,1907.0,-7191.7918841285245,0.1616453207118498,0,600973.8129587147,16425.0,42,199818.9356841717,8000.0,207818.9356841717,0.0,0.5,0.5,0.0952380952380952,100,240229.6392860085,5800.0,246029.6392860085,0.14,0.44,0.42,0.0725,27,64925.23798853485,0.0,64925.23798853485,0.0,0.4444444444444444,0.5555555555555556,0.0,31,96000.0,2625.0,98625.0,0.032258064516129,0.2258064516129032,0.7419354838709677,0.0564516129032258,53,7,0.2797619795088937,71.38893323577095,14.85287190288438,10,0,0.238095238095238,29,4,0.2999469625590112,8,2,0.3611515969482805,6,1,0.2002131138152917,15,84,101,0.075,0.42,0.505,617398.8129587147,617398.8129587147,16425.0,14.85287190288438,0.2797619795088937,
200,P,2,Greedy,ok,,617398.8129587149,0.1845845000007102,,,,,,,,,,,0.1845845000007102,,,,,,,,,,,,,,,,,,,,0,600973.8129587148,16425.0,42,199818.9356841717,8000.0,207818.9356841717,0.0,0.5,0.5,0.0952380952380952,100,240229.6392860085,5800.0,246029.6392860085,0.14,0.44,0.42,0.0725,27,64925.23798853485,0.0,64925.23798853485,0.0,0.4444444444444444,0.5555555555555556,0.0,31,96000.0,2625.0,98625.0,0.032258064516129,0.2258064516129032,0.7419354838709677,0.0564516129032258,53,7,0.2797619795088937,71.38893323577095,14.85287190288438,10,0,0.238095238095238,29,4,0.2999469625590112,8,2,0.3611515969482805,6,1,0.2002131138152917,15,84,101,0.075,0.42,0.505,617398.8129587149,617398.8129587149,16425.0,14.85287190288438,0.2797619795088937,
200,P,2,FIFO,ok,,615203.6055051198,0.0996153000014601,,,,,,,,,,,0.0996153000014601,,,,,,,,,,,,,,,,,,,,0,600153.6055051198,15050.0,42,197853.4894024648,6500.0,204353.4894024648,0.0238095238095238,0.4761904761904761,0.5,0.0773809523809523,100,242763.0902718719,5800.0,248563.0902718719,0.13,0.44,0.43,0.0725,27,63537.025830783445,2000.0,65537.02583078344,0.0,0.4814814814814814,0.5185185185185185,0.1481481481481481,31,96000.0,750.0,96750.0,0.032258064516129,0.2258064516129032,0.7419354838709677,0.0161290322580645,49,7,0.2636424499710165,73.18210642990844,14.909873185754284,10,1,0.2586638699574827,27,4,0.2902418466206234,5,2,0.2163119553306178,7,0,0.2258064516129032,15,84,101,0.075,0.42,0.505,615203.6055051198,615203.6055051198,15050.0,14.909873185754284,0.2636424499710165,
200,P,2,Rolling-Horizon,ok,,625900.5087840774,35.25615209999887,,,,,,,,,,,35.25615209999887,,,,,,,,,,,,,1.0,,,,,,,0,614625.5087840774,11275.0,42,210215.7556743145,1500.0,211715.7556743145,0.0238095238095238,0.3809523809523809,0.5952380952380952,0.0178571428571428,100,246736.59462934223,7400.0,254136.59462934223,0.12,0.44,0.44,0.0925,27,63473.15848042061,2375.0,65848.1584804206,0.0,0.4814814814814814,0.5185185185185185,0.1759259259259259,31,94200.0,0.0,94200.0,0.032258064516129,0.2580645161290322,0.7096774193548387,0.0,36,11,0.2083739456543087,62.8994882730247,15.09518248454566,5,1,0.1372352985289112,22,6,0.2478619213408456,4,2,0.189635982812717,5,2,0.1936949329877273,14,81,105,0.07,0.405,0.525,625900.5087840774,625900.5087840774,11275.0,15.09518248454566,0.2083739456543087,
200,P,2,Fix-and-Optimize,ok,,610719.7585780425,23.804721199998312,,,,,,,,,,,23.804721199998312,,,,,,,,,,,,,1.0,,,,,,,0,598794.7585780425,11925.0,42,197853.4894024648,5000.0,202853.4894024648,0.0238095238095238,0.4761904761904761,0.5,0.0595238095238095,100,239604.2433447943,6800.0,246404.2433447943,0.13,0.46,0.41,0.085,27,63537.025830783445,125.0,63662.025830783445,0.0,0.4814814814814814,0.5185185185185185,0.0092592592592592,31,97800.0,0.0,97800.0,0.032258064516129,0.1935483870967742,0.7741935483870968,0.0,48,6,0.2613917980724779,71.44302566751591,14.955108602638964,10,1,0.2546956159892287,26,4,0.2876154731944454,6,0,0.2222222222222222,6,1,0.2199869814033366,15,85,100,0.075,0.425,0.5,610719.7585780425,610719.7585780425,11925.0,14.955108602638964,0.2613917980724779,
200,L,1,CG+IR,ok,,501247.466924929,40.65306330000021,3.199572499999704,6.768325606809945e-05,0.0067683256068099,501213.5408642717,501213.5408642717,501247.466924929,-65.73984639332684,9904.0,13274.0,20.0,40.65306330000021,budgeted_stabilized,Pool LP-IP gap,0.0,0.0,1.0,1.2841805348109268e-11,295.0,Greedy:200;FIFO:200,-65.73984639332684,simops,Optimal,Optimal,1.0,20.0,4000.0,12862.0,13274.0,-65.73984639332684,0.0787043396063018,0,499972.466924929,1275.0,32,100994.1115586618,0.0,100994.1115586618,0.0,1.0,0.0,0.0,107,242397.66115926136,400.0,242797.66115926136,0.1214953271028037,0.514018691588785,0.3644859813084112,0.0046728971962616,36,107980.69420700562,875.0,108855.69420700562,0.0,0.0833333333333333,0.9166666666666666,0.0486111111111111,25,48600.0,0.0,48600.0,0.24,0.52,0.24,0.0,57,11,0.2987668419120845,80.58973770709969,19.761664121567414,16,0,0.5,32,7,0.318317603639281,0,0,0.0,9,4,0.3877353917205535,19,103,78,0.095,0.515,0.39,501247.466924929,501247.466924929,1275.0,19.761664121567414,0.2987668419120845,
200,L,1,Restricted-CG,ok,,561864.9240215687,3.0405986000005214,0.4774323999972694,0.0,0.0,561864.9240215688,561864.9240215688,561864.9240215687,-7142.115860652913,9301.0,1901.0,6.0,3.0405986000005214,budgeted_stabilized,Pool LP-IP gap,0.0,0.0,1.0,0.0,0.0,,-7142.115860652913,simops,Optimal,Optimal,1.0,6.0,600.0,1701.0,1901.0,-7142.115860652913,0.1570192132553068,0,533864.9240215687,28000.0,32,129642.23605303316,5500.0,135142.23605303315,0.125,0.5,0.375,0.0859375,107,257837.7120887296,20000.0,277837.7120887296,0.0934579439252336,0.5233644859813084,0.3831775700934579,0.2336448598130841,36,73784.97587980583,2500.0,76284.97587980583,0.0,0.6944444444444444,0.3055555555555556,0.1388888888888889,25,72600.0,0.0,72600.0,0.04,0.32,0.64,0.0,71,6,0.3650293649268467,99.05295040520014,19.689306701352795,14,0,0.4375,37,4,0.3621759240428263,14,1,0.3913843898146399,6,1,0.2465284431783951,15,105,80,0.075,0.525,0.4,561864.9240215687,561864.9240215687,28000.0,19.689306701352795,0.3650293649268467,
200,L,1,Greedy,ok,,561864.9240215686,0.184075600000142,,,,,,,,,,,0.184075600000142,,,,,,,,,,,,,,,,,,,,0,533864.9240215687,28000.0,32,129642.23605303316,5500.0,135142.23605303315,0.125,0.5,0.375,0.0859375,107,257837.7120887296,20000.0,277837.7120887296,0.0934579439252336,0.5233644859813084,0.3831775700934579,0.2336448598130841,36,73784.97587980583,2500.0,76284.97587980583,0.0,0.6944444444444444,0.3055555555555556,0.1388888888888889,25,72600.0,0.0,72600.0,0.04,0.32,0.64,0.0,71,6,0.3650293649268467,99.05295040520014,19.689306701352795,14,0,0.4375,37,4,0.3621759240428263,14,1,0.3913843898146399,6,1,0.2465284431783951,15,105,80,0.075,0.525,0.4,561864.9240215686,561864.9240215686,28000.0,19.689306701352795,0.3650293649268467,
200,L,1,FIFO,ok,,555913.949802914,0.1056961000012961,,,,,,,,,,,0.1056961000012961,,,,,,,,,,,,,,,,,,,,0,536638.949802914,19275.0,32,129642.23605303316,4000.0,133642.23605303315,0.125,0.5,0.375,0.0625,107,261811.7378700749,13400.0,275211.7378700749,0.0841121495327102,0.514018691588785,0.4018691588785046,0.1565420560747663,36,73784.97587980583,1875.0,75659.97587980583,0.0,0.6944444444444444,0.3055555555555556,0.1041666666666666,25,71400.0,0.0,71400.0,0.08,0.28,0.64,0.0,68,9,0.3635527346974115,96.9797416932729,19.6183634437368,12,3,0.4290588917725099,36,3,0.3535095531277253,13,2,0.3669160445252365,7,1,0.317846504607475,15,103,82,0.075,0.515,0.41,555913.949802914,555913.949802914,19275.0,19.6183634437368,0.3635527346974115,
200,L,1,Rolling-Horizon,ok,,562477.4484315177,29.980169000000387,,,,,,,,,,,29.980169000000387,,,,,,,,,,,,,1.0,,,,,,,0,544377.4484315177,18100.0,32,127101.03639115593,2000.0,129101.03639115593,0.125,0.53125,0.34375,0.03125,107,275932.1540417099,11600.0,287532.1540417099,0.0654205607476635,0.4766355140186916,0.4579439252336448,0.1355140186915887,36,75344.25799865191,4500.0,79844.25799865191,0.0,0.6666666666666666,0.3333333333333333,0.25,25,66000.0,0.0,66000.0,0.08,0.4,0.52,0.0,54,5,0.2836347532471841,85.73657048967547,19.82244821457244,9,2,0.3311980442953537,24,1,0.2254900359574793,14,1,0.3911659045258519,7,1,0.3167682728641821,13,102,85,0.065,0.51,0.425,562477.4484315177,562477.4484315177,18100.0,19.82244821457244,0.2836347532471841,
200,L,1,Fix-and-Optimize,ok,,551869.3497517598,19.73167999999896,,,,,,,,,,,19.73167999999896,,,,,,,,,,,,,1.0,,,,,,,0,535419.3497517598,16450.0,32,126161.00176696686,2500.0,128661.00176696686,0.125,0.53125,0.34375,0.0390625,107,263145.5512670408,11200.0,274345.5512670408,0.0934579439252336,0.4953271028037383,0.411214953271028,0.1308411214953271,36,73512.7967177522,2750.0,76262.7967177522,0.0,0.6944444444444444,0.3055555555555556,0.1527777777777778,25,72600.0,0.0,72600.0,0.04,0.32,0.64,0.0,67,6,0.3455824626179904,90.85396025232616,19.642370197971385,14,0,0.4375,33,5,0.3273519111240285,12,1,0.3358288342590844,8,0,0.32,15,103,82,0.075,0.515,0.41,551869.3497517598,551869.3497517598,16450.0,19.642370197971385,0.3455824626179904,
200,L,2,CG+IR,ok,,514609.1150606575,37.63452860000143,3.3314130999988265,7.84722906507616e-06,0.0007847229065076,514605.07680505264,514605.07680505264,514609.1150606575,-4.908831215288956e-05,4544.0,12276.0,20.0,37.63452860000143,budgeted_stabilized,Pool LP-IP gap,0.0,0.0,1.0,0.0,300.0,Greedy:200;FIFO:200,-4.908831215288956e-05,simops,Optimal,Optimal,1.0,20.0,4000.0,11861.0,12276.0,-4.908831215288956e-05,0.0885201229808601,0,513059.1150606575,1550.0,42,133865.2372979468,0.0,133865.2372979468,0.0,1.0,0.0,0.0,100,220432.9648874936,800.0,221232.9648874936,0.14,0.48,0.38,0.01,27,81960.912875217,750.0,82710.912875217,0.0,0.1111111111111111,0.8888888888888888,0.0555555555555555,31,76800.0,0.0,76800.0,0.1612903225806451,0.3548387096774194,0.4838709677419355,0.0,56,9,0.3030312898734022,86.11804027956299,19.136933715072946,21,2,0.5069350538441044,27,4,0.29544393281484,0,0,0.0,8,3,0.3151804010240019,19,104,77,0.095,0.52,0.385,514609.1150606575,514609.1150606575,1550.0,19.136933715072946,0.3030312898734022,
200,L,2,Restricted-CG,ok,,566123.1598157155,3.1633826999986923,0.5133976999968581,2.0563603486003002e-16,2.0563603486003e-14,566123.1598157154,566123.1598157154,566123.1598157155,-5822.800757254379,14859.0,1908.0,6.0,3.1633826999986923,budgeted_stabilized,Pool LP-IP gap,0.0,0.0,1.0,0.0,0.0,,-5822.800757254379,simops,Optimal,Optimal,1.0,6.0,600.0,1708.0,1908.0,-5822.800757254379,0.1622938950753794,0,548923.1598157155,17200.0,42,164410.37835396206,3000.0,167410.37835396206,0.0476190476190476,0.6904761904761905,0.2619047619047619,0.0357142857142857,100,222161.3580577428,11200.0,233361.3580577428,0.13,0.52,0.35,0.14,27,60951.42340401063,3000.0,63951.42340401063,0.0,0.5925925925925926,0.4074074074074074,0.2222222222222222,31,101400.0,0.0,101400.0,0.032258064516129,0.1290322580645161,0.8387096774193549,0.0,56,11,0.3039401145115158,84.16896145103354,19.009810756238355,19,0,0.4523809523809524,27,9,0.3036746801136151,7,1,0.2909735951065689,3,1,0.1149763813891708,16,101,83,0.08,0.505,0.415,566123.1598157155,566123.1598157155,17200.0,19.009810756238355,0.3039401145115158,
200,L,2,Greedy,ok,,566123.1598157155,0.1932490999988658,,,,,,,,,,,0.1932490999988658,,,,,,,,,,,,,,,,,,,,0,548923.1598157155,17200.0,42,164410.37835396206,3000.0,167410.37835396206,0.0476190476190476,0.6904761904761905,0.2619047619047619,0.0357142857142857,100,222161.3580577428,11200.0,233361.3580577428,0.13,0.52,0.35,0.14,27,60951.42340401063,3000.0,63951.42340401063,0.0,0.5925925925925926,0.4074074074074074,0.2222222222222222,31,101400.0,0.0,101400.0,0.032258064516129,0.1290322580645161,0.8387096774193549,0.0,56,11,0.3039401145115158,84.16896145103354,19.009810756238355,19,0,0.4523809523809524,27,9,0.3036746801136151,7,1,0.2909735951065689,3,1,0.1149763813891708,16,101,83,0.08,0.505,0.415,566123.1598157155,566123.1598157155,17200.0,19.009810756238355,0.3039401145115158,
200,L,2,FIFO,ok,,568409.0539064441,0.1088373999991745,,,,,,,,,,,0.1088373999991745,,,,,,,,,,,,,,,,,,,,0,546434.0539064441,21975.0,42,164159.28854504623,2000.0,166159.28854504623,0.0476190476190476,0.6904761904761905,0.2619047619047619,0.0238095238095238,100,221123.3419573872,16600.0,237723.3419573872,0.12,0.54,0.34,0.2075,27,60951.42340401063,3375.0,64326.42340401063,0.0,0.5925925925925926,0.4074074074074074,0.25,31,100200.0,0.0,100200.0,0.064516129032258,0.0967741935483871,0.8387096774193549,0.0,54,11,0.2957003374381433,82.5932555318503,19.11642171319772,19,1,0.4547522329826653,25,8,0.2921649910364363,8,0,0.2962962962962963,2,2,0.0910959547971962,16,102,82,0.08,0.51,0.41,568409.0539064441,568409.0539064441,21975.0,19.11642171319772,0.2957003374381433,
200,L,2,Rolling-Horizon,ok,,572211.2652731843,34.53368539999974,,,,,,,,,,,34.53368539999974,,,,,,,,,,,,,1.0,,,,,,,0,556136.2652731843,16075.0,42,164151.24001068744,3500.0,167651.24001068744,0.0476190476190476,0.6904761904761905,0.2619047619047619,0.0416666666666666,100,229793.58220254772,9200.0,238993.58220254772,0.11,0.51,0.38,0.115,27,62591.44305994911,3375.0,65966.44305994912,0.0,0.5555555555555556,0.4444444444444444,0.25,31,99600.0,0.0,99600.0,0.032258064516129,0.1612903225806451,0.8064516129032258,0.0,48,9,0.2515586828632902,63.98701860525567,19.22781665953477,15,2,0.3774801027871423,25,6,0.2644845240481253,5,1,0.185522957436501,3,0,0.0967741935483871,14,100,86,0.07,0.5,0.43,572211.2652731843,572211.2652731843,16075.0,19.22781665953477,0.2515586828632902,
200,L,2,Fix-and-Optimize,ok,,555249.5362784135,19.990573899998708,,,,,,,,,,,19.990573899998708,,,,,,,,,,,,,1.0,,,,,,,0,545649.5362784135,9600.0,42,158034.71754364923,2500.0,160534.71754364923,0.047619047619047616,0.7380952380952381,0.21428571428571427,0.02976190476190476,100,225263.3953307537,5600.0,230863.3953307537,0.13,0.5,0.37,0.07,27,60951.42340401063,1500.0,62451.42340401063,0.0,0.5925925925925926,0.4074074074074074,0.1111111111111111,31,101400.0,0.0,101400.0,0.03225806451612903,0.12903225806451613,0.8387096774193549,0.0,54,11,0.2930180168402634,83.79179165676585,19.021293903003116,19,1,0.4626887409191733,25,9,0.28910969473798626,8,0,0.2962962962962963,2,1,0.07289376695641246,16,101,83,0.08,0.505,0.415,555249.5362784135,555249.5362784135,9600.0,19.021293903003116,0.2930180168402634,
